2025-05-04	60	 Re-writing and posting nieuwelaan ad on woongroep.net
2025-05-03	300	Tuinklusdag
2025-05-03	240	Tuin Klusdag met koken 
2025-05-03	150	Tuindag
2025-05-03	300	Tuindag + prep
2025-05-03	45	gardening session
2025-05-02	180	kattenluik beunen
2025-05-01	510	tuinklussen
2025-04-30	60	wubben schilder offerte ontvangen
2025-04-30	180	 tuinklussen
2025-04-30	60	OHC: Schilderoffertes vergelijken
2025-04-29	30	Compost mixing
2025-04-29	390	UOT: Toolbox
2025-04-28	60	Feest commissie vergadering + taakje
2025-04-27	75	Opruimen HKC 
2025-04-27	120	Hkc opruimen 
2025-04-26	90	Woonkamerconcert: opruimen
2025-04-26	60	Huiskammerconcert cleaning up
2025-04-25	60	Building up Huiskamerkonzert
2025-04-25	60	Barshift Concert
2025-04-25	195	Peeningmeester Administratie
2025-04-25	240	Huiskamerconcert: photography + editing
2025-04-25	45	Huiskamer concert: bar shift
2025-04-25	240	Opbouw HKconcert
2025-04-25	150	Huiskamerconcert hulp
2025-04-25	60	nwl uitje
2025-04-25	120	bestuur: voorbereiding ALV
2025-04-25	300	UOT: email oud-leden, formulier, struktuur beslissing, toolbox
2025-04-25	480	Huiskammerconcert setup, groceries and drinks, cooking
2025-04-25	540	huiskamerconcert op- afbouw en alles
2025-04-25	75	feest
